Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,3.361560,3.361560,3.297830,3.329690,1.086922,6731216
2000-01-05,3.250030,3.281900,3.170380,3.234100,1.055719,25881348
2000-01-06,3.250030,3.297830,3.186310,3.218170,1.050518,30509048
2000-01-07,3.250030,3.377490,3.250030,3.377490,1.102525,30345094
2000-01-10,3.409350,3.441210,3.377490,3.409350,1.112926,21680420
2000-01-11,3.409350,3.473080,3.265970,3.313760,1.081722,15259613
2000-01-12,3.281900,3.297830,3.234100,3.265970,1.066122,26353728
2000-01-13,3.265970,3.297830,3.234100,3.250030,1.060918,15910542
2000-01-14,3.313760,3.409350,3.265970,3.361560,1.097326,31000479
2000-01-17,3.377490,3.393420,3.281900,3.329690,1.086922,12383058
2000-01-18,3.313760,3.329690,3.265970,3.313760,1.081722,14269163
2000-01-19,3.281900,3.297830,3.234100,3.234100,1.055719,26236549
2000-01-20,3.234100,3.297830,3.234100,3.281900,1.071322,15985415
2000-01-21,3.265970,3.265970,3.250030,3.250030,1.060918,14948127
2000-01-24,3.281900,3.281900,3.218170,3.234100,1.055719,19146437
2000-01-25,3.186310,3.234100,3.186310,3.218170,1.050518,16271081
2000-01-26,3.265970,3.265970,3.218170,3.250030,1.060918,7811966
2000-01-27,3.250030,3.281900,3.218170,3.234100,1.055719,11074218
2000-01-28,3.250030,3.250030,3.202240,3.202240,1.045318,24565242
2000-01-31,3.186310,3.218170,3.170380,3.170380,1.034918,30670954
2000-02-01,3.202240,3.202240,3.154450,3.186310,1.040118,14198793
2000-02-02,3.186310,3.297830,3.186310,3.218170,1.050518,13358830
2000-02-03,3.234100,3.265970,3.186310,3.202240,1.045318,13282968
2000-02-04,3.202240,3.202240,3.202240,3.202240,1.045318,0
2000-02-07,3.202240,3.202240,3.202240,3.202240,1.045318,0
2000-02-08,3.202240,3.202240,3.090720,3.122580,1.019314,18740708
2000-02-09,3.090720,3.154450,3.074790,3.106650,1.014114,24255281
2000-02-10,3.106650,3.138510,3.090720,3.138510,1.024515,15542812
2000-02-11,3.122580,3.122580,2.995130,3.058860,0.998514,24170145
2000-02-14,3.042920,3.074790,2.772090,2.803950,0.915303,55173483
2000-02-15,2.803950,3.011060,2.803950,2.867680,0.936106,58191120
2000-02-16,2.931400,3.090720,2.899540,3.058860,0.998514,27947077
2000-02-17,3.090720,3.106650,3.011060,3.074790,1.003714,18913729
2000-02-18,3.074790,3.074790,2.931400,2.963270,0.967310,17229200
2000-02-21,2.963270,2.995130,2.931400,2.963270,0.967310,13486348
2000-02-22,2.979200,2.979200,2.899540,2.963270,0.967310,16003549
2000-02-23,2.947340,2.995130,2.947340,2.963270,0.967310,10584033
2000-02-24,2.963270,3.090720,2.947340,3.011060,0.982911,9766008
2000-02-25,3.042920,3.042920,2.947340,2.947340,0.962110,9330033
2000-02-28,2.947340,2.979200,2.819880,2.883610,0.941307,28514000
2000-02-29,2.883610,2.947340,2.867680,2.899540,0.946507,22337243
2000-03-01,2.947340,3.074790,2.931400,3.058860,0.998514,35313226
2000-03-02,3.074790,3.106650,2.963270,2.963270,0.967310,15932790
2000-03-03,2.979200,3.058860,2.931400,2.995130,0.977711,11450000
2000-03-06,3.058860,3.058860,2.995130,3.026990,0.988110,17529513
2000-03-07,3.026990,3.026990,2.947340,2.995130,0.977711,16079010
2000-03-08,2.963270,2.995130,2.931400,2.979200,0.972510,11740421
2000-03-09,3.026990,3.026990,2.963270,2.979200,0.972510,17886249
2000-03-10,2.995130,3.026990,2.979200,2.995130,0.977711,11957189
2000-03-13,2.963270,2.995130,2.947340,2.979200,0.972510,19887310
2000-03-14,2.979200,2.979200,2.931400,2.947340,0.962110,17766885
2000-03-15,2.931400,2.963270,2.899540,2.947340,0.962110,14198692
2000-03-16,3.026990,3.058860,2.963270,3.026990,0.988110,17246471
2000-03-17,3.042920,3.074790,2.995130,3.011060,0.982911,14997517
2000-03-20,2.963270,3.011060,2.931400,2.931400,0.956907,16165065
2000-03-21,2.963270,3.011060,2.931400,2.931400,0.956907,14819728
2000-03-22,2.947340,2.979200,2.931400,2.947340,0.962110,20279523
2000-03-23,2.963270,2.963270,2.931400,2.963270,0.967310,11089379
2000-03-24,2.963270,3.011060,2.963270,2.995130,0.977711,12037885
2000-03-27,3.026990,3.042920,2.979200,2.979200,0.972510,21901315
2000-03-28,3.011060,3.011060,2.979200,3.011060,0.982911,17152641
2000-03-29,3.011060,3.011060,2.979200,2.995130,0.977711,15619745
2000-03-30,2.995130,3.058860,2.995130,3.042920,0.993311,20111005
2000-03-31,3.042920,3.122580,3.042920,3.106650,1.014114,17293060
2000-04-03,3.138510,3.202240,3.106650,3.106650,1.014114,24894682
2000-04-04,3.417320,3.417320,3.417320,3.417320,1.115528,0
2000-04-05,3.154450,3.202240,3.122580,3.154450,1.029718,32010927
2000-04-06,3.186310,3.297830,3.170380,3.297830,1.076522,32464644
2000-04-07,3.329690,3.329690,3.186310,3.186310,1.040118,25795327
2000-04-10,3.218170,3.218170,3.186310,3.186310,1.040118,12679401
2000-04-11,3.186310,3.202240,3.170380,3.202240,1.045318,12609734
2000-04-12,3.186310,3.265970,3.186310,3.250030,1.060918,24316684
2000-04-13,3.218170,3.250030,3.202240,3.218170,1.050518,25578593
2000-04-14,2.883610,2.883610,2.803950,2.851750,1.002559,21936739
2000-04-17,2.740230,2.756160,2.692430,2.708360,0.952148,24468412
2000-04-18,2.788020,2.803950,2.756160,2.772090,0.974553,12163224
2000-04-19,2.819880,2.867680,2.803950,2.819880,0.991354,22503661
2000-04-20,2.835810,2.851750,2.788020,2.803950,0.985754,10894521
2000-04-21,2.803950,2.803950,2.803950,2.803950,0.985754,0
2000-04-24,2.803950,2.803950,2.803950,2.803950,0.985754,0
2000-04-25,2.803950,2.851750,2.803950,2.819880,0.991354,6835811
2000-04-26,2.867680,2.867680,2.740230,2.772090,0.974553,16407597
2000-04-27,2.772090,2.819880,2.772090,2.803950,0.985754,11599631
2000-04-28,2.803950,2.803950,2.708360,2.708360,0.952148,17599484
2000-05-01,2.708360,2.708360,2.708360,2.708360,0.952148,0
2000-05-02,2.788020,2.788020,2.676500,2.692430,0.946548,13681420
2000-05-03,2.676500,2.708360,2.644640,2.692430,0.946548,13840796
2000-05-04,2.724290,2.788020,2.676500,2.788020,0.980154,19441534
2000-05-05,2.788020,2.803950,2.756160,2.772090,0.974553,10853577
2000-05-08,2.803950,2.819880,2.724290,2.788020,0.980154,14808238
2000-05-09,2.788020,2.788020,2.788020,2.788020,0.980154,0
2000-05-10,2.788020,2.803950,2.740230,2.772090,0.974553,25231856
2000-05-11,2.772090,2.772090,2.772090,2.772090,0.974553,0
2000-05-12,2.772090,2.803950,2.740230,2.803950,0.985754,23451564
2000-05-15,2.867680,2.867680,2.772090,2.803950,0.985754,12876269
2000-05-16,2.819880,2.819880,2.772090,2.772090,0.974553,32233684
2000-05-17,2.819880,2.835810,2.772090,2.772090,0.974553,28599886
2000-05-18,2.772090,2.788020,2.708360,2.740230,0.963353,20960603
2000-05-19,2.740230,2.803950,2.724290,2.803950,0.985754,17246904
2000-05-22,2.788020,2.803950,2.756160,2.803950,0.985754,17514216
2000-05-23,2.803950,2.819880,2.740230,2.819880,0.991354,16026290
2000-05-24,2.788020,2.819880,2.740230,2.803950,0.985754,18432235
2000-05-25,2.819880,2.819880,2.740230,2.788020,0.980154,16265875
2000-05-26,2.772090,2.772090,2.724290,2.772090,0.974553,21421547
2000-05-29,2.772090,2.772090,2.676500,2.708360,0.952148,20758871
2000-05-30,2.708360,2.708360,2.708360,2.708360,0.952148,0
2000-05-31,2.708360,2.724290,2.660570,2.692430,0.946548,25859347
2000-06-01,2.708360,2.724290,2.660570,2.724290,0.957749,26176564
2000-06-02,2.756160,2.867680,2.740230,2.851750,1.002559,44600978
2000-06-05,2.851750,2.867680,2.724290,2.772090,0.974553,28449630
2000-06-06,2.772090,2.772090,2.772090,2.772090,0.974553,0
2000-06-07,2.772090,2.835810,2.772090,2.819880,0.991354,19795866
2000-06-08,2.851750,2.851750,2.788020,2.819880,0.991354,18096555
2000-06-09,2.819880,2.835810,2.788020,2.819880,0.991354,7983038
2000-06-12,2.819880,2.867680,2.803950,2.803950,0.985754,13966803
2000-06-13,2.803950,2.803950,2.740230,2.740230,0.963353,16796969
2000-06-14,2.772090,2.788020,2.740230,2.740230,0.963353,11397940
2000-06-15,2.772090,2.867680,2.756160,2.803950,0.985754,23668903
2000-06-16,2.803950,2.835810,2.740230,2.788020,0.980154,14992373
2000-06-19,2.803950,2.803950,2.756160,2.772090,0.974553,13351885
2000-06-20,2.819880,2.835810,2.772090,2.772090,0.974553,11622878
2000-06-21,2.819880,2.819880,2.740230,2.756160,0.968953,17563753
2000-06-22,2.772090,2.788020,2.692430,2.692430,0.946548,30292933
2000-06-23,2.692430,2.788020,2.692430,2.756160,0.968953,15171737
2000-06-26,2.803950,2.803950,2.740230,2.740230,0.963353,6826552
2000-06-27,2.756160,2.756160,2.708360,2.724290,0.957749,11856317
2000-06-28,2.756160,2.788020,2.740230,2.788020,0.980154,9310280
2000-06-29,2.788020,2.788020,2.708360,2.740230,0.963353,32921436
2000-06-30,2.756160,2.803950,2.740230,2.803950,0.985754,20270541
2000-07-03,2.788020,2.803950,2.756160,2.788020,0.980154,11598319
2000-07-04,2.788020,2.803950,2.756160,2.772090,0.974553,12462900
2000-07-05,2.772090,2.803950,2.756160,2.788020,0.980154,22814884
2000-07-06,2.788020,2.788020,2.740230,2.756160,0.968953,19966255
2000-07-07,2.772090,2.788020,2.692430,2.724290,0.957749,52789542
2000-07-10,2.740230,2.756160,2.708360,2.724290,0.957749,21532688
2000-07-11,2.740230,2.819880,2.708360,2.803950,0.985754,41315935
2000-07-12,2.803950,2.851750,2.803950,2.835810,0.996955,29205502
2000-07-13,2.835810,2.851750,2.724290,2.740230,0.963353,22560301
2000-07-14,2.740230,2.788020,2.724290,2.740230,0.963353,14773725
2000-07-17,2.756160,2.819880,2.756160,2.819880,0.991354,15684180
2000-07-18,2.788020,2.851750,2.788020,2.803950,0.985754,21359858
2000-07-19,2.788020,2.851750,2.788020,2.803950,0.985754,21359858
2000-07-20,2.867680,3.026990,2.851750,2.995130,1.052965,42218490
2000-07-21,2.995130,3.011060,2.915470,2.979200,1.047365,31508409
2000-07-24,2.963270,3.011060,2.899540,2.931400,1.030560,14699479
2000-07-25,2.867680,2.963270,2.835810,2.947340,1.036164,18636606
2000-07-26,2.963270,2.963270,2.931400,2.963270,1.041764,15461113
2000-07-27,2.963270,3.042920,2.931400,3.042920,1.069766,32117559
2000-07-28,3.026990,3.026990,2.963270,2.995130,1.052965,30677168
2000-07-31,3.058860,3.058860,2.899540,2.915470,1.024960,22016401
2000-08-01,2.931400,2.963270,2.915470,2.947340,1.036164,9429750
2000-08-02,2.931400,2.995130,2.915470,2.995130,1.052965,20267854
2000-08-03,2.979200,2.979200,2.899540,2.947340,1.036164,12818314
2000-08-04,2.963270,2.979200,2.947340,2.963270,1.041764,21717224
2000-08-07,2.979200,2.979200,2.947340,2.947340,1.036164,9310954
2000-08-08,2.947340,2.995130,2.899540,2.995130,1.052965,15188776
2000-08-09,2.995130,3.011060,2.931400,2.931400,1.030560,7402843
2000-08-10,2.931400,2.963270,2.915470,2.947340,1.036164,4445254
2000-08-11,2.947340,2.995130,2.947340,2.995130,1.052965,8089952
2000-08-14,2.995130,3.011060,2.979200,2.995130,1.052965,23779210
2000-08-15,2.995130,3.011060,2.979200,3.011060,1.058565,8712792
2000-08-16,3.011060,3.011060,2.963270,2.979200,1.047365,8044831
2000-08-17,2.963270,2.963270,2.931400,2.947340,1.036164,9724875
2000-08-18,2.963270,2.979200,2.947340,2.963270,1.041764,5619092
2000-08-21,2.963270,2.995130,2.963270,2.979200,1.047365,4623426
2000-08-22,2.995130,3.011060,2.963270,2.979200,1.047365,20680059
2000-08-23,2.979200,2.979200,2.915470,2.931400,1.030560,16168938
2000-08-24,2.915470,3.026990,2.915470,3.011060,1.058565,22443777
2000-08-25,2.995130,3.011060,2.963270,2.979200,1.047365,11804354
2000-08-28,2.995130,2.995130,2.963270,2.963270,1.041764,7503166
2000-08-29,2.979200,3.026990,2.979200,3.026990,1.064166,13931603
2000-08-30,3.011060,3.058860,2.995130,3.058860,1.075370,29362132
2000-08-31,3.058860,3.106650,3.026990,3.074790,1.080970,24975820
2000-09-01,3.106650,3.170380,3.074790,3.154450,1.108976,31104873
